,AAPL,MSFT,GOOGL,AMZN,META,NVDA,TSLA,JPM,BAC,GS,XOM,CVX,JNJ,PFE,KO,PEP,PG,WMT,HD,DIS,NFLX
2024-01-05,0.07403785335811411,0.0653831841890793,0.052935522841439535,0.01874377453880585,0.017606462317022894,0.03151885244529019,0.037401987569324016,0.08613669321784433,0.0844872909763588,0.068105352790454,0.057806292594533244,0.0665145356006621,0.08414878078305078,0.03686809263394854,0.030113069805310227,0.020410641092600046,0.035462872897131736,0.033386109232701716,0.031298785913127104,0.04284326677478735,0.024790578428414103
2024-01-12,0.07185748475427897,0.05956850541403862,0.05440292670280294,0.017905246054327157,0.018464297287108928,0.03349024949943726,0.04750081677936921,0.08258655472722363,0.0814524483174352,0.0658607317106774,0.05612635480341825,0.0614668656453831,0.08154113359033907,0.03735159883766743,0.031206767355606572,0.02236018138405233,0.04598386252720633,0.033604589326003034,0.03262535494692759,0.0372589491205525,0.02738508121614438
2024-01-19,0.07175310505620545,0.05941928892893212,0.0491149289597858,0.018655966994093946,0.02013941128740936,0.032993476112639725,0.037661427205815425,0.08002938587653273,0.08041287160541187,0.06599054981266787,0.054184483297293154,0.05355303798391907,0.08242658795720667,0.04910691234391664,0.03120436357295012,0.023037622566983936,0.034224528995107445,0.05856765891134961,0.03198024560671533,0.037507299170209236,0.02803684775485457
2024-01-26,0.07187621650800378,0.023828155428475953,0.044634086438361524,0.024597836622603227,0.019550511944732448,0.045945620537605356,0.03562616529263741,0.08529369513807333,0.08527400065184555,0.07058323242667218,0.05406520251075801,0.051955587361981796,0.07903564580762362,0.03829127052734565,0.030391885811168237,0.023003206921525816,0.03456317034845112,0.043573438264071014,0.03342742582186564,0.03666993331850723,0.0678137123176911
2024-02-02,0.07211161493351959,0.024812129364103503,0.0439044391308682,0.017410452647496435,0.019037376515091197,0.02259899359527724,0.0351471304089389,0.0847841435076382,0.08701670501034943,0.021439435697651027,0.055552302363163754,0.05481335604839362,0.0830879502212614,0.03771992593936544,0.031773573845965075,0.02312964181256686,0.0759961910936947,0.06070603392715869,0.033914019272136074,0.04809913484347164,0.06694544982188905
2024-02-09,0.07203805212081144,0.0255632709723004,0.0434371773586385,0.017388324017732614,0.01820494479023335,0.046612591359243546,0.031651717120019164,0.08593438257259767,0.0859433130390119,0.032253812349105584,0.06531792692405895,0.0566596056235789,0.08229404739740351,0.04084633966330058,0.03166818371328689,0.011650802964909234,0.03811231738869633,0.033221325485528794,0.034394723479914124,0.08018154443250385,0.06662559722712473
2024-02-16,0.07428196994054719,0.01684511356061624,0.04320746999702207,0.016954586475882574,0.01884264455816158,0.03700520596859899,0.032737969748800055,0.08585635156138581,0.08890585830260193,0.03158365514967818,0.06421067698381319,0.041271036332827235,0.07941720280154953,0.023129485318395978,0.030883927838891604,0.022943708499227434,0.0374596147985374,0.0591472076636352,0.03452147350573698,0.09001474147916887,0.07078009951492192
2024-02-23,0.05655001861818738,0.016231107808938768,0.04677149452877723,0.016776239940116455,0.02080871479068473,0.039009488061839695,0.03520507535435129,0.07927614393369967,0.08455631762901324,0.03348110559336144,0.07140535918386366,0.05816182072063036,0.06750464531374158,0.011136479728856187,0.031857703015059836,0.022035025526073507,0.05298841379665523,0.05847115941593109,0.045482175718661456,0.08411864642360634,0.06817286489795087
2024-03-01,0.0699876025710801,0.025660057855578858,0.042784566319503094,0.02665229068993147,0.030245410261215525,0.03708313887285658,0.028940063627122457,0.06759903495248631,0.0816297089272817,0.020825957856580507,0.0686788200209151,0.05562211067208811,0.06732282518998225,0.04329712555237252,0.02981349679875461,0.017047406949851872,0.07488541845634868,0.05703881687569164,0.04416838861800464,0.08166796381560609,0.029049795116747934
2024-03-08,0.0729922594523878,0.013674021230104853,0.08359577247645546,0.023543799989636724,0.017384598673578062,0.04038028767429803,0.07238845187814612,0.028380226629421374,0.08172699051453311,0.019796369776812296,0.059298224402935015,0.05547959265358736,0.08210433668657396,0.04282028389637222,0.027472189264419574,0.028347763246758122,0.03447043159251764,0.05848917851441442,0.043955376298898605,0.08444106906862618,0.02925877607952319
2024-03-15,0.07405560942498689,0.013569329932287622,0.04249949473582142,0.02020242623633109,0.016508474083200178,0.04048797227807282,0.03248695715083965,0.028640206869939747,0.08336921252744922,0.018585485259399265,0.06662052554381881,0.052893585178172046,0.08281701884993728,0.04322592353288305,0.02608207510804366,0.030172129523211494,0.07870165673193188,0.05422586307443431,0.08238894649706936,0.08501389863768191,0.02745320882448819
2024-03-22,0.07130678842327379,0.015277959361309124,0.046669001718761975,0.022643681043117623,0.01573257266053915,0.03623654947821635,0.030373628351815878,0.028702147596817783,0.07823505604280553,0.021574548350297512,0.06897926165725694,0.054676316469333734,0.07096060218740591,0.05093078961337349,0.026449254667522848,0.037904342362998784,0.0777623373733393,0.0643655967351412,0.07865478394593106,0.0861922923967561,0.016372489563985827
2024-03-29,0.07142234526396857,0.018202148955068703,0.04382013538337243,,0.01650128391343759,0.03500615264937223,0.027061764551968532,0.030239512090815966,0.0777955421960452,0.02102300061821591,0.07268058510909027,0.06334576878148308,0.09056844006934121,0.05174636185768781,0.028681538015977708,0.03577479060591536,0.0753063723483352,0.05883648833582773,0.0759465485810912,0.087108594064849,0.018932626608136167
2024-04-05,0.07050873049344264,0.019542818303613513,0.04233367434631384,0.01629305072706618,0.01821477794702826,0.03489514753467515,0.02583211760602374,0.031293329431936065,0.07624406779374904,0.021546064803287274,0.06888182251806287,0.05935251408175021,0.08631705247838335,0.04794545654666056,0.031102166777720645,0.03832394951807951,0.07273858497241886,0.058081868398597074,0.07491163698136968,0.08329466245297265,0.022346506286848828
2024-04-12,0.07437497315071613,0.01967015093337687,0.04137551723224809,0.01600565287917235,0.015975063430694693,0.03703326899967207,0.02651143608838683,0.03143760715918975,0.07923842500361601,0.021356292745736558,0.07319164751006371,0.05860403804609921,0.08333676601301729,0.026528486564301894,0.030409127480835955,0.04009236605169912,0.07818358809917259,0.059523650283661085,0.08171190787853329,0.08562111939782638,0.01981891505197974
2024-04-19,0.07157364054825595,0.020316303563905125,0.04355955026756948,0.02276773768218388,0.016816978992323213,0.04518581638449906,0.012647922179242724,0.030685372289542972,0.0792396569132959,0.019042751870060944,0.07373107483849345,0.06073085724786363,0.08781367753487707,0.029184850801852708,0.02898671413746639,0.043092230656140956,0.07491419301543077,0.05915589591617782,0.07724952025618882,0.0841377061875995,0.019167548717029574
2024-04-26,0.07728778370754473,0.027844765722581526,0.04327199001478718,,0.030323701282472318,0.044691923907600864,0.07040274324771933,0.030623820925637164,0.08538880572141536,0.019884684156282115,0.0438858669902327,0.05547794209291693,0.08524791772571837,0.029722088168067495,0.029558087540095437,0.046822611890452705,0.02930310874718356,0.06232147887696036,0.07825923475401958,0.08933871463997191,0.020342729888340304
2024-05-03,0.07234824549258782,0.0400504038597293,0.04555372414433145,0.016873006968137694,0.017688362786364934,0.039346658177829785,0.0677987122191863,0.032337726301561655,0.08186602017637082,0.02171470814151375,0.05776217010762623,0.05428462423791447,0.08357908387351692,0.02958437481874525,0.03132421518108632,0.039535034516197665,0.03947943073626844,0.061284582004287436,0.06250387391917783,0.08477841734990026,0.02030662498766557
2024-05-10,0.07375827301864596,0.030115122655172112,0.05233859838030562,0.01709879982694058,0.017209944717998162,0.039798826192295106,0.06771423704085068,0.03166959511721468,0.08122997280260993,0.021901996537788192,0.05802282842058736,0.05494966040995315,0.06724878648140492,0.02937118937128345,0.02895459161874935,0.03810860282712607,0.03886390172676719,0.06193493719412192,0.07560073971071928,0.09532920890541444,0.018780187044051745
2024-05-17,0.07541055865641963,0.02874552641913867,0.04437921079948055,0.016260067238057018,0.02550110822623627,0.0726050103478056,0.06896289555015964,0.032142304835698285,0.08233692784385822,0.020823922111827157,0.060115735526895024,0.058518325345248125,0.08462811103088724,0.026723487514472368,0.028937691249453484,0.03328809792416177,0.036356640916454575,0.056439204496617,0.07796150406495357,0.0526649175270772,0.017198752375098596
2024-05-24,0.07521265356776487,0.025996246564507507,0.04554157925967271,0.016707493536679507,0.02534544018340764,0.07238105542468505,0.07061789701747952,0.03641393226581505,0.08599694327783744,0.022653742520604214,0.056648611601648705,0.05580251892030781,0.06746322181605983,0.043267319515689906,0.028649505917345386,0.034736669061944746,0.03735465612335735,0.05839332670749697,0.07578415508736712,0.04777397449479233,0.017259057135536257
2024-05-31,0.07254504851025821,0.024708383062278957,0.044750116457858855,0.016200440446718523,0.025585391846513164,0.06938496377591878,0.06564240261412244,0.04843899301792834,0.08305373107651508,0.020628709564855952,0.059235614632330874,0.056506976240406945,0.08524246177956307,0.02639034473942502,0.03084331605780586,0.03605148839612863,0.040092610701009994,0.0608810096506779,0.07315591465663338,0.044539787016051186,0.01612229575699871
2024-06-07,0.07376645960732577,0.025823813990945372,0.04074124574365392,0.017616735101756764,0.01610856476653004,0.07322464656118886,0.0738081603928556,0.037398190217205744,0.08406491333598601,0.023487096292236293,0.06144961080914279,0.05792893906000964,0.08607393689967745,0.023032030561535462,0.037430083979392105,0.03667440316421285,0.04287197667154123,0.057167632208687445,0.07454751344258746,0.04030229473875898,0.016481752454770165
2024-06-14,0.07004788750523427,0.05725045632017963,0.04865305080679506,0.018370191066534064,0.016912330925360045,0.06569678489730936,0.07163244354800495,0.03742117776710424,0.07388785580517374,0.021461155137185363,0.06316648412728205,0.06143230723946898,0.08922282575644404,0.024952192008768245,0.040214606319206085,0.03843671704218776,0.04037398982138761,0.06186323988744681,0.03678882756832089,0.0442764575469092,0.01793901890369732
2024-06-21,0.07454365332717296,0.07435262018006773,0.044949813196210026,0.017177811811654942,0.016582897095872864,0.07023678197854175,0.0760599761020395,0.0369500475976795,0.08907246753425932,0.019837313482489457,0.05730833356174833,0.054755541049355594,0.08320055113848311,0.02335130444056904,0.03926529769594076,0.03470446144949125,0.03772479859496025,0.055935008373764326,0.036890949230278434,0.04073885223451478,0.01636151992490598
2024-06-28,0.07569289860218197,0.062179734163365315,0.04996901278168363,0.02059499894842252,0.01724208979902825,0.06859783631881303,0.07709245064484102,0.039186813361765174,0.08776044901711065,0.020888005891225078,0.05651127193619436,0.0527260971873557,0.0806518641407563,0.023199260802300854,0.041290653208246195,0.03630740380514495,0.03208991264288082,0.05981737989597002,0.03702842964303104,0.04513420252970464,0.01603923467997867
2024-07-05,0.07605804352327618,0.06267591166272521,0.04850919124517876,0.019601295929895006,0.01738397630276588,0.06895689530311473,0.07406260785209441,0.037694920934091,0.08965987500387888,0.018607402607171825,0.060905106809503014,0.055901387796777315,0.08445378129721495,0.02311762343357141,0.03859885441854148,0.034045135139970935,0.03041388715917464,0.05995608840779579,0.037903866089147364,0.04641960876007413,0.015074540324037286
2024-07-12,0.07207358637887416,0.05910997293015842,0.046832221785969505,0.021081973218438695,0.028716250562321712,0.06474706755174775,0.07068980489601862,0.039668763653146935,0.08527653605777356,0.0207606479786463,0.06415822725103296,0.05867143008903133,0.08626587927715575,0.025031464096944938,0.030958038655591158,0.036245107800104384,0.03839454299009805,0.05828300431254289,0.029252525252515975,0.04618325319061779,0.017599702071269173
2024-07-19,0.07402963026389558,0.06218874891212442,0.049732771229747355,0.017349463734218664,0.019928885959725143,0.07648744811164249,0.07046059252460068,0.03615200657732069,0.08788988608515666,0.0192192034059823,0.07009431959456333,0.05518255134208202,0.08454288623936866,0.024248290544480817,0.029732016104016705,0.03169766218179342,0.039784590893224725,0.06135943572161882,0.02634197522327098,0.04644726706057444,0.017130368290592033
2024-07-26,0.07249754208738328,0.061394139159666156,0.04760747666294652,0.021163879649402213,0.020447174063531328,0.0752412077659517,0.07459269596103608,0.03654036446640821,0.07566632578044227,0.031240519753185637,0.06259707217803005,0.056226627682185754,0.08790091234947435,0.02511194746390158,0.028980623010093617,0.034708026698846615,0.03283414128459918,0.059693317738785175,0.02731639013329362,0.05097419016852957,0.01726542594230702
2024-08-02,0.07206455790981191,0.05860722618471506,0.04321241395254825,0.018738169067874958,0.018897233098868125,0.07011082277967036,0.07444042389032084,0.040482645526860046,0.08514331899859394,0.008983162958733353,0.06552785607203364,0.06810408135142493,0.08873865042663724,0.024184854462251392,0.030896957698391115,0.034165431856157766,0.04055069747908114,0.05803703063478731,0.028604366952229277,0.0460794295720018,0.02443066912700751
2024-08-09,0.07306092446338347,0.060893803395598876,0.042092976177281125,0.01781542597807768,0.018787045313632074,0.07285132111863113,0.07742139151726417,0.03763398047261071,0.08648531031276198,0.02860959264492051,0.06148142627220747,0.06571624369839034,0.0842932469147114,0.023664621841157703,0.0287354740209976,0.034699624940843526,0.031439362311196734,0.05664432968319393,0.02571471655087773,0.04949843346219121,0.022460748910070563
2024-08-16,0.07257180262338253,0.05987162210589,0.04018908808250032,0.018675158309032793,0.026943543219458382,0.03297129882022295,0.07482659315538029,0.05060880474807226,0.09789789883637597,0.016878319809192376,0.05925951521713046,0.06064457497879106,0.07959273116558323,0.023740283993964925,0.029527485927346043,0.07468023131521094,0.03279329598114761,0.05525061898657958,0.02641164992293377,0.04523053913775272,0.02143494366405177
2024-08-23,0.07260555544845418,0.059400033881202116,0.040224240988103906,0.01824227804467087,0.030715095541386555,0.030147841852891676,0.07200487152797237,0.05120427186458172,0.0418552643151878,0.018628181709067503,0.05690595894006067,0.06136250112297037,0.11743043447287238,0.026515108470235322,0.03567198275057193,0.07180858701635222,0.037908883902062054,0.06048420845258414,0.03284657458754189,0.0410395972707868,0.02299852784044349
2024-08-30,0.0717969835927246,0.061655414548062365,0.08052210957932875,0.017180944486547733,0.02084394898072829,0.03209579208698299,0.07166222459752897,0.03778922201278738,0.08258491775462425,0.017789884926448812,0.044460211576047244,0.06217267510793631,0.08431830035919496,0.02609207371793171,0.032538794714039275,0.04107639997279028,0.03869222853522746,0.06365533336198152,0.03149981108465993,0.058924225067902604,0.022648503936524365
2024-09-06,0.07460284964567418,0.06464324581357692,0.044935257055535825,0.01755342044935138,0.037855408737408565,0.03139023525571259,0.07016142715540277,0.03584177804572102,0.04540298864388354,0.018157320024074768,0.056616607096192456,0.10162489948304128,0.08328743767117687,0.027527040281970765,0.03006370149985611,0.040481287044529364,0.03742528741198015,0.05717554731569078,0.03016758636087118,0.03361804250611596,0.061468632502233216
2024-09-13,0.07214909024628162,0.061648736206808094,0.046224872372959865,0.017821866298010906,0.03413307021702042,0.029483532713487758,0.06675615936461922,0.03394306876702127,0.046653948760432246,0.021086469770469542,0.05494317548040814,0.06264452575065785,0.08586178698403632,0.02866156887198458,0.030670470991598427,0.07136750033945602,0.038147310771075464,0.058171383708665474,0.03318636422038985,0.04905556705057734,0.057389531114039584
2024-09-20,0.07414392833503998,0.0636741359120306,0.04772981088807137,0.016012237309367496,0.019447034804469486,0.0314968571236306,0.06972495964048926,0.04582335560070151,0.03283156282459968,0.019483351263160552,0.05867721552400419,0.06687284834155592,0.09238086144615942,0.02920439318533181,0.02833660265977668,0.07387456712713057,0.03652803059554914,0.053970260106033965,0.031536979464179916,0.048408288493964724,0.05984271935475323
2024-09-27,0.0752799294778641,0.06445576169675601,0.051950955903307845,0.015338827571889696,0.030025286152277748,0.03187042034524858,0.05513591999426773,0.033264258870665024,0.0450873460564696,0.02147263144748278,0.059038198193876436,0.06041244205668134,0.09276785575086291,0.026987425983668444,0.02889308946471086,0.07305805673911314,0.03956910991718116,0.05552336440665421,0.03330341411690106,0.04697593151201656,0.05958977434210477
2024-10-04,0.07398909404948571,0.06251678202985218,0.0534994212805916,0.01532727823789969,0.0309763181237943,0.03272139373520301,0.07914811514852858,0.048965178283270225,0.04606556082495966,0.034096650743997585,0.05614543498416912,0.05662984265716617,0.06628307110887582,0.026413762495691717,0.028737057021785674,0.07310071365736662,0.041777210434970936,0.05777560480585893,0.02961616769816205,0.02787921897785153,0.05833612370051889
2024-10-11,0.07485018152089298,0.0652137794279482,0.04977808185456738,0.016007161238628456,0.03299513652914024,0.03352640719207838,0.07104190933934507,0.034447216866938316,0.03261829958032447,0.023483357905005733,0.05981348544344039,0.0736116502927791,0.07131847534766957,0.026053184240679567,0.030828850382699845,0.08129920911195614,0.044959673965347266,0.05925745755404821,0.030899348758927348,0.02864656618699809,0.05935056726058533
2024-10-18,0.07220115386107875,0.026230751793161852,0.04677653556827559,0.01594477698411487,0.06632679596467654,0.03239180068842461,0.06388465282022744,0.033414947602507,0.04620865445189241,0.022861884350037696,0.057166570124891784,0.05848160011754715,0.06754205910070644,0.03918598862330643,0.03249000774049325,0.07731947737683813,0.040089351627998024,0.06187753352940022,0.031103737832186545,0.051603997634123794,0.05689772220811132
2024-10-25,0.077240138972026,0.02626796312845566,0.04529204971450966,0.014618982668539247,0.07282496928300186,0.031488799764937604,0.06901976896228841,0.03163205130915796,0.04504412877534825,0.020470492535746197,0.05928152579839684,0.060300706885264815,0.06845434828755961,0.02619426434365722,0.030662887530206167,0.07947983197625626,0.03954100659761433,0.06072647751195286,0.02932582454602022,0.04893360408075973,0.0632001773283011
2024-11-01,0.06999869113213655,0.027160479095111816,0.04642264083928656,0.024355092627702586,0.06419804566326794,0.06652414421298772,0.028567710544934136,0.031753078960144766,0.04556638359386651,0.020843610253258836,0.061692096299249446,0.06184297173064092,0.07294948892450542,0.03826333564036222,0.030908786172592732,0.07141477742106801,0.03953385948191076,0.061868373420822464,0.02864957818462418,0.051136048612162255,0.05635080718936406
2024-11-08,0.07885753372303557,0.027957469162227744,0.04739212872516554,0.015838397954696656,0.07096610512050236,0.03375779942425577,0.06982970654762626,0.04407773330566472,0.0461221380821958,0.02120115883081946,0.060377042788834365,0.059940579568586165,0.07174673197615913,0.014183807496781237,0.017418538426007178,0.07749478200442347,0.025495965366794146,0.06884759185859955,0.028594313789542414,0.052781991188146055,0.06711848465993638
2024-11-15,0.07697447343224,0.028401970437715786,0.043850277708377655,0.024298181791044583,0.07223674761644998,0.030925247725787856,0.07399380980915274,0.028597091770988743,0.04122301115896075,0.020616776615319105,0.05711774057606345,0.06592312070407809,0.06867041388269304,0.024407635768237925,0.02800824123595156,0.0760832311208806,0.036052099571975096,0.05584129779678587,0.03381185812285059,0.047981666544779415,0.06498510660966718
2024-11-22,0.07726276601540225,0.02893954458140546,0.03339297528681362,0.025855583414218297,0.07200664855523617,0.020080526112300778,0.0734492966641718,0.029482427084607778,0.042734771534405615,0.021519766895244607,0.060111318534494335,0.06981714234641312,0.07031227491547948,0.024209622027835602,0.028073063247521512,0.07982785674824877,0.03843551456140489,0.057655902114259944,0.03421835946885691,0.04775117535108332,0.06486346454059556
2024-11-29,0.07572829382929987,0.026883651990443055,0.046159978543547045,0.01747617832008596,0.07147034378753718,0.02092541622578802,0.07122383048859056,0.03144261085624819,0.04534858454601711,0.022184660230372927,0.06161432629379022,0.07375578211147095,0.0690596220135152,0.02535058442382176,0.029220682810542617,0.08117082940681117,0.040184069580803616,0.058612325833338474,0.039311350135505414,0.02724736147200504,0.06562951710046552
2024-12-06,0.07724827444784976,0.0254064461072581,0.05020724056065941,0.017343360276729853,0.07474882411093232,0.02365103390091784,0.07212228612068057,0.03052136143911937,0.04269374660301184,0.03087207160808887,0.061303809824652715,0.05703973474743971,0.06726483726967922,0.02353658067770532,0.030450849140712777,0.08352154054883912,0.043086317419348985,0.0559997924496094,0.036922400943194635,0.027825095185503784,0.06823439661806648
2024-12-13,0.0742206261435965,0.02363647984559328,0.045313352442491614,0.026340351438638745,0.0725158594812242,0.026153212139684277,0.06655116269582675,0.05030541844933716,0.04368198354427948,0.029873288199321356,0.050464118567724064,0.056834329893190746,0.06473582598415598,0.02434678495310712,0.03438180804043646,0.07683018759594924,0.04138969863060027,0.05766433617456174,0.04313068379116978,0.025143912931100094,0.0664865790580111
2024-12-20,0.06862652522291997,0.024371053239367283,0.04809054491597428,0.027827333936231255,0.05445708105090262,0.02622238530589291,0.061175511320183784,0.038000360980131404,0.07973465693300362,0.030612710035089655,0.06683743974610395,0.06971505177114666,0.07101795226657907,0.02382121581347668,0.035164486837247315,0.03987636932326527,0.0428738096467884,0.061589433353430256,0.04136478737225276,0.025200000127565857,0.06342129080244668
2024-12-27,0.07091714747503194,0.05755116094577443,0.04813326528037592,0.029065167514742578,0.06937068099532365,0.024962577788751456,0.06343684952429136,0.03648975762883611,0.047826744393235796,0.03245923261994858,0.06593557899788735,0.06769190780812501,0.0690501207339823,0.023505830848317755,0.03231252795842543,0.038992822533956105,0.03092527258500848,0.060905312241451987,0.040780857469703204,0.024171212459011077,0.06299732223467878
